"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CPI","TOT","AGRWTH","M","2016-06",0.8,
"GBR","CPI","TOT","AGRWTH","M","2016-07",0.9,
"GBR","CPI","TOT","AGRWTH","M","2016-08",1,
"GBR","CPI","TOT","AGRWTH","M","2016-09",1.3,
"GBR","CPI","TOT","AGRWTH","M","2016-10",1.3,
"GBR","CPI","TOT","AGRWTH","M","2016-11",1.5,
"GBR","CPI","TOT","AGRWTH","M","2016-12",1.8,
"GBR","CPI","TOT","AGRWTH","M","2017-01",1.9,
"GBR","CPI","TOT","AGRWTH","M","2017-02",2.3,
"GBR","CPI","TOT","AGRWTH","M","2017-03",2.3,
"GBR","CPI","TOT","AGRWTH","M","2017-04",2.6,
"GBR","CPI","TOT","AGRWTH","M","2017-05",2.7,
"GBR","CPI","TOT","AGRWTH","M","2017-06",2.6,
"GBR","CPI","TOT","AGRWTH","M","2017-07",2.6,
"GBR","CPI","TOT","AGRWTH","M","2017-08",2.7,
"GBR","CPI","TOT","AGRWTH","M","2017-09",2.8,
"GBR","CPI","TOT","AGRWTH","M","2017-10",2.8,
"GBR","CPI","TOT","AGRWTH","M","2017-11",2.8,
"GBR","CPI","TOT","AGRWTH","M","2017-12",2.7,
"GBR","CPI","TOT","AGRWTH","M","2018-01",2.7,
"GBR","CPI","TOT","AGRWTH","M","2018-02",2.5,
"GBR","CPI","TOT","AGRWTH","M","2018-03",2.3,
"GBR","CPI","TOT","AGRWTH","M","2018-04",2.2,
"GBR","CPI","TOT","AGRWTH","M","2018-05",2.3,
"GBR","CPI","TOT","AGRWTH","M","2018-06",2.3,
"GBR","CPI","TOT","AGRWTH","M","2018-07",2.3,
"GBR","CPI","TOT","AGRWTH","M","2018-08",2.4,
"GBR","CPI","TOT","AGRWTH","M","2018-09",2.2,
"GBR","CPI","TOT","AGRWTH","M","2018-10",2.2,
"GBR","CPI","TOT","AGRWTH","M","2018-11",2.2,
"GBR","CPI","TOT","AGRWTH","M","2018-12",2,
"GBR","CPI","TOT","AGRWTH","M","2019-01",1.8,
"GBR","CPI","TOT","AGRWTH","M","2019-02",1.8,
"GBR","CPI","TOT","AGRWTH","M","2019-03",1.8,
"GBR","CPI","TOT","AGRWTH","M","2019-04",2,
"GBR","CPI","TOT","AGRWTH","M","2019-05",1.9,
"GBR","CPI","TOT","AGRWTH","M","2019-06",1.9,
"GBR","CPI","TOT","AGRWTH","M","2019-07",2,
"GBR","CPI","TOT","AGRWTH","M","2019-08",1.7,
"GBR","CPI","TOT","AGRWTH","M","2019-09",1.7,
"GBR","CPI","TOT","AGRWTH","M","2019-10",1.5,
"GBR","CPI","TOT","AGRWTH","M","2019-11",1.5,
"GBR","CPI","TOT","AGRWTH","M","2019-12",1.4,
"USA","CPI","TOT","AGRWTH","M","2011-01",1.631847,
"USA","CPI","TOT","AGRWTH","M","2011-02",2.107585,
"USA","CPI","TOT","AGRWTH","M","2011-03",2.681603,
"USA","CPI","TOT","AGRWTH","M","2011-04",3.163631,
"USA","CPI","TOT","AGRWTH","M","2011-05",3.568646,
"USA","CPI","TOT","AGRWTH","M","2011-06",3.558828,
"USA","CPI","TOT","AGRWTH","M","2011-07",3.628716,
"USA","CPI","TOT","AGRWTH","M","2011-08",3.771208,
"USA","CPI","TOT","AGRWTH","M","2011-09",3.868357,
"USA","CPI","TOT","AGRWTH","M","2011-10",3.5252,
"USA","CPI","TOT","AGRWTH","M","2011-11",3.394378,
"USA","CPI","TOT","AGRWTH","M","2011-12",2.962419,
"USA","CPI","TOT","AGRWTH","M","2012-01",2.925217,
"USA","CPI","TOT","AGRWTH","M","2012-02",2.871099,
"USA","CPI","TOT","AGRWTH","M","2012-03",2.651398,
"USA","CPI","TOT","AGRWTH","M","2012-04",2.30274,
"USA","CPI","TOT","AGRWTH","M","2012-05",1.704254,
"USA","CPI","TOT","AGRWTH","M","2012-06",1.663994,
"USA","CPI","TOT","AGRWTH","M","2012-07",1.408451,
"USA","CPI","TOT","AGRWTH","M","2012-08",1.692379,
"USA","CPI","TOT","AGRWTH","M","2012-09",1.991282,
"USA","CPI","TOT","AGRWTH","M","2012-10",2.162344,
"USA","CPI","TOT","AGRWTH","M","2012-11",1.764134,
"USA","CPI","TOT","AGRWTH","M","2012-12",1.741022,
"USA","CPI","TOT","AGRWTH","M","2013-01",1.594865,
"USA","CPI","TOT","AGRWTH","M","2013-02",1.977924,
"USA","CPI","TOT","AGRWTH","M","2013-03",1.473896,
"USA","CPI","TOT","AGRWTH","M","2013-04",1.063085,
"USA","CPI","TOT","AGRWTH","M","2013-05",1.361965,
"USA","CPI","TOT","AGRWTH","M","2013-06",1.754417,
"USA","CPI","TOT","AGRWTH","M","2013-07",1.960682,
"USA","CPI","TOT","AGRWTH","M","2013-08",1.518368,
"USA","CPI","TOT","AGRWTH","M","2013-09",1.184925,
"USA","CPI","TOT","AGRWTH","M","2013-10",0.9636127,
"USA","CPI","TOT","AGRWTH","M","2013-11",1.237072,
"USA","CPI","TOT","AGRWTH","M","2013-12",1.501736,
"USA","CPI","TOT","AGRWTH","M","2014-01",1.578947,
"USA","CPI","TOT","AGRWTH","M","2014-02",1.126349,
"USA","CPI","TOT","AGRWTH","M","2014-03",1.512203,
"USA","CPI","TOT","AGRWTH","M","2014-04",1.952858,
"USA","CPI","TOT","AGRWTH","M","2014-05",2.127111,
"USA","CPI","TOT","AGRWTH","M","2014-06",2.072341,
"USA","CPI","TOT","AGRWTH","M","2014-07",1.992329,
"USA","CPI","TOT","AGRWTH","M","2014-08",1.699611,
"USA","CPI","TOT","AGRWTH","M","2014-09",1.657919,
"USA","CPI","TOT","AGRWTH","M","2014-10",1.66434,
"USA","CPI","TOT","AGRWTH","M","2014-11",1.322355,
"USA","CPI","TOT","AGRWTH","M","2014-12",0.7564933,
"USA","CPI","TOT","AGRWTH","M","2015-01",-0.08934832,
"USA","CPI","TOT","AGRWTH","M","2015-02",-0.0251298,
"USA","CPI","TOT","AGRWTH","M","2015-03",-0.07363739,
"USA","CPI","TOT","AGRWTH","M","2015-04",-0.1995174,
"USA","CPI","TOT","AGRWTH","M","2015-05",-0.03993275,
"USA","CPI","TOT","AGRWTH","M","2015-06",0.1237712,
"USA","CPI","TOT","AGRWTH","M","2015-07",0.1695698,
"USA","CPI","TOT","AGRWTH","M","2015-08",0.1950793,
"USA","CPI","TOT","AGRWTH","M","2015-09",-0.03612975,
"USA","CPI","TOT","AGRWTH","M","2015-10",0.1705744,
"USA","CPI","TOT","AGRWTH","M","2015-11",0.5017976,
"USA","CPI","TOT","AGRWTH","M","2015-12",0.7295198,
"USA","CPI","TOT","AGRWTH","M","2016-01",1.373087,
"USA","CPI","TOT","AGRWTH","M","2016-02",1.0178,
"USA","CPI","TOT","AGRWTH","M","2016-03",0.8525362,
"USA","CPI","TOT","AGRWTH","M","2016-04",1.12511,
"USA","CPI","TOT","AGRWTH","M","2016-05",1.019323,
"USA","CPI","TOT","AGRWTH","M","2016-06",0.9973265,
"USA","CPI","TOT","AGRWTH","M","2016-07",0.8271388,
"USA","CPI","TOT","AGRWTH","M","2016-08",1.062875,
"USA","CPI","TOT","AGRWTH","M","2016-09",1.463784,
"USA","CPI","TOT","AGRWTH","M","2016-10",1.635988,
"USA","CPI","TOT","AGRWTH","M","2016-11",1.692537,
"USA","CPI","TOT","AGRWTH","M","2016-12",2.074622,
"USA","CPI","TOT","AGRWTH","M","2017-01",2.500042,
"USA","CPI","TOT","AGRWTH","M","2017-02",2.737958,
"USA","CPI","TOT","AGRWTH","M","2017-03",2.380612,
"USA","CPI","TOT","AGRWTH","M","2017-04",2.19969,
"USA","CPI","TOT","AGRWTH","M","2017-05",1.874878,
"USA","CPI","TOT","AGRWTH","M","2017-06",1.633488,
"USA","CPI","TOT","AGRWTH","M","2017-07",1.727978,
"USA","CPI","TOT","AGRWTH","M","2017-08",1.938974,
"USA","CPI","TOT","AGRWTH","M","2017-09",2.232964,
"USA","CPI","TOT","AGRWTH","M","2017-10",2.041129,
"USA","CPI","TOT","AGRWTH","M","2017-11",2.202583,
"USA","CPI","TOT","AGRWTH","M","2017-12",2.109082,
"USA","CPI","TOT","AGRWTH","M","2018-01",2.070508,
"USA","CPI","TOT","AGRWTH","M","2018-02",2.211795,
"USA","CPI","TOT","AGRWTH","M","2018-03",2.359711,
"USA","CPI","TOT","AGRWTH","M","2018-04",2.462744,
"USA","CPI","TOT","AGRWTH","M","2018-05",2.801012,
"USA","CPI","TOT","AGRWTH","M","2018-06",2.871548,
"USA","CPI","TOT","AGRWTH","M","2018-07",2.949515,
"USA","CPI","TOT","AGRWTH","M","2018-08",2.69918,
"USA","CPI","TOT","AGRWTH","M","2018-09",2.276972,
"USA","CPI","TOT","AGRWTH","M","2018-10",2.52247,
"USA","CPI","TOT","AGRWTH","M","2018-11",2.176601,
"USA","CPI","TOT","AGRWTH","M","2018-12",1.910159,
"USA","CPI","TOT","AGRWTH","M","2019-01",1.551235,
"USA","CPI","TOT","AGRWTH","M","2019-02",1.520135,
"USA","CPI","TOT","AGRWTH","M","2019-03",1.862523,
"USA","CPI","TOT","AGRWTH","M","2019-04",1.99644,
"USA","CPI","TOT","AGRWTH","M","2019-05",1.790228,
"USA","CPI","TOT","AGRWTH","M","2019-06",1.648485,
"USA","CPI","TOT","AGRWTH","M","2019-07",1.811465,
"USA","CPI","TOT","AGRWTH","M","2019-08",1.74978,
"USA","CPI","TOT","AGRWTH","M","2019-09",1.711305,
"USA","CPI","TOT","AGRWTH","M","2019-10",1.764043,
"USA","CPI","TOT","AGRWTH","M","2019-11",2.051278,
"USA","CPI","TOT","AGRWTH","M","2019-12",2.28513,
"BRA","CPI","TOT","AGRWTH","M","2011-01",5.992987,
"BRA","CPI","TOT","AGRWTH","M","2011-02",6.014171,
"BRA","CPI","TOT","AGRWTH","M","2011-03",6.298987,
"BRA","CPI","TOT","AGRWTH","M","2011-04",6.510257,
"BRA","CPI","TOT","AGRWTH","M","2011-05",6.552782,
"BRA","CPI","TOT","AGRWTH","M","2011-06",6.712551,
"BRA","CPI","TOT","AGRWTH","M","2011-07",6.872599,
"BRA","CPI","TOT","AGRWTH","M","2011-08",7.225226,
"BRA","CPI","TOT","AGRWTH","M","2011-09",7.310902,
"BRA","CPI","TOT","AGRWTH","M","2011-10",6.970099,
"BRA","CPI","TOT","AGRWTH","M","2011-11",6.641309,
"BRA","CPI","TOT","AGRWTH","M","2011-12",6.503353,
"BRA","CPI","TOT","AGRWTH","M","2012-01",6.217998,
"BRA","CPI","TOT","AGRWTH","M","2012-02",5.849086,
"BRA","CPI","TOT","AGRWTH","M","2012-03",5.239992,
"BRA","CPI","TOT","AGRWTH","M","2012-04",5.104166,
"BRA","CPI","TOT","AGRWTH","M","2012-05",4.988867,
"BRA","CPI","TOT","AGRWTH","M","2012-06",4.915425,
"BRA","CPI","TOT","AGRWTH","M","2012-07",5.198414,
"BRA","CPI","TOT","AGRWTH","M","2012-08",5.240384,
"BRA","CPI","TOT","AGRWTH","M","2012-09",5.282203,
"BRA","CPI","TOT","AGRWTH","M","2012-10",5.449829,
"BRA","CPI","TOT","AGRWTH","M","2012-11",5.533837,
"BRA","CPI","TOT","AGRWTH","M","2012-12",5.838595,
"BRA","CPI","TOT","AGRWTH","M","2013-01",6.154336,
"BRA","CPI","TOT","AGRWTH","M","2013-02",6.312915,
"BRA","CPI","TOT","AGRWTH","M","2013-03",6.588766,
"BRA","CPI","TOT","AGRWTH","M","2013-04",6.493514,
"BRA","CPI","TOT","AGRWTH","M","2013-05",6.504135,
"BRA","CPI","TOT","AGRWTH","M","2013-06",6.695916,
"BRA","CPI","TOT","AGRWTH","M","2013-07",6.270692,
"BRA","CPI","TOT","AGRWTH","M","2013-08",6.090762,
"BRA","CPI","TOT","AGRWTH","M","2013-09",5.858621,
"BRA","CPI","TOT","AGRWTH","M","2013-10",5.837485,
"BRA","CPI","TOT","AGRWTH","M","2013-11",5.774407,
"BRA","CPI","TOT","AGRWTH","M","2013-12",5.910683,
"BRA","CPI","TOT","AGRWTH","M","2014-01",5.585065,
"BRA","CPI","TOT","AGRWTH","M","2014-02",5.679518,
"BRA","CPI","TOT","AGRWTH","M","2014-03",6.152891,
"BRA","CPI","TOT","AGRWTH","M","2014-04",6.279552,
"BRA","CPI","TOT","AGRWTH","M","2014-05",6.374856,
"BRA","CPI","TOT","AGRWTH","M","2014-06",6.523283,
"BRA","CPI","TOT","AGRWTH","M","2014-07",6.502234,
"BRA","CPI","TOT","AGRWTH","M","2014-08",6.51297,
"BRA","CPI","TOT","AGRWTH","M","2014-09",6.746474,
"BRA","CPI","TOT","AGRWTH","M","2014-10",6.58724,
"BRA","CPI","TOT","AGRWTH","M","2014-11",6.555291,
"BRA","CPI","TOT","AGRWTH","M","2014-12",6.407471,
"BRA","CPI","TOT","AGRWTH","M","2015-01",7.137737,
"BRA","CPI","TOT","AGRWTH","M","2015-02",7.701587,
"BRA","CPI","TOT","AGRWTH","M","2015-03",8.128505,
"BRA","CPI","TOT","AGRWTH","M","2015-04",8.171487,
"BRA","CPI","TOT","AGRWTH","M","2015-05",8.472942,
"BRA","CPI","TOT","AGRWTH","M","2015-06",8.89443,
"BRA","CPI","TOT","AGRWTH","M","2015-07",9.558393,
"BRA","CPI","TOT","AGRWTH","M","2015-08",9.525477,
"BRA","CPI","TOT","AGRWTH","M","2015-09",9.492789,
"BRA","CPI","TOT","AGRWTH","M","2015-10",9.928892,
"BRA","CPI","TOT","AGRWTH","M","2015-11",10.47577,
"BRA","CPI","TOT","AGRWTH","M","2015-12",10.67303,
"BRA","CPI","TOT","AGRWTH","M","2016-01",10.7058,
"BRA","CPI","TOT","AGRWTH","M","2016-02",10.35588,
"BRA","CPI","TOT","AGRWTH","M","2016-03",9.386373,
"BRA","CPI","TOT","AGRWTH","M","2016-04",9.277795,
"BRA","CPI","TOT","AGRWTH","M","2016-05",9.32119,
"BRA","CPI","TOT","AGRWTH","M","2016-06",8.843747,
"BRA","CPI","TOT","AGRWTH","M","2016-07",8.735771,
"BRA","CPI","TOT","AGRWTH","M","2016-08",8.974498,
"BRA","CPI","TOT","AGRWTH","M","2016-09",8.475968,
"BRA","CPI","TOT","AGRWTH","M","2016-10",7.873671,
"BRA","CPI","TOT","AGRWTH","M","2016-11",6.987383,
"BRA","CPI","TOT","AGRWTH","M","2016-12",6.287988,
"BRA","CPI","TOT","AGRWTH","M","2017-01",5.354015,
"BRA","CPI","TOT","AGRWTH","M","2017-02",4.758907,
"BRA","CPI","TOT","AGRWTH","M","2017-03",4.571105,
"BRA","CPI","TOT","AGRWTH","M","2017-04",4.082517,
"BRA","CPI","TOT","AGRWTH","M","2017-05",3.597256,
"BRA","CPI","TOT","AGRWTH","M","2017-06",2.998557,
"BRA","CPI","TOT","AGRWTH","M","2017-07",2.711626,
"BRA","CPI","TOT","AGRWTH","M","2017-08",2.455909,
"BRA","CPI","TOT","AGRWTH","M","2017-09",2.537691,
"BRA","CPI","TOT","AGRWTH","M","2017-10",2.701321,
"BRA","CPI","TOT","AGRWTH","M","2017-11",2.803785,
"BRA","CPI","TOT","AGRWTH","M","2017-12",2.947421,
"BRA","CPI","TOT","AGRWTH","M","2018-01",2.855116,
"BRA","CPI","TOT","AGRWTH","M","2018-02",2.844894,
"BRA","CPI","TOT","AGRWTH","M","2018-03",2.680803,
"BRA","CPI","TOT","AGRWTH","M","2018-04",2.762797,
"BRA","CPI","TOT","AGRWTH","M","2018-05",2.855013,
"BRA","CPI","TOT","AGRWTH","M","2018-06",4.391104,
"BRA","CPI","TOT","AGRWTH","M","2018-07",4.484844,
"BRA","CPI","TOT","AGRWTH","M","2018-08",4.193016,
"BRA","CPI","TOT","AGRWTH","M","2018-09",4.525976,
"BRA","CPI","TOT","AGRWTH","M","2018-10",4.557029,
"BRA","CPI","TOT","AGRWTH","M","2018-11",4.046031,
"BRA","CPI","TOT","AGRWTH","M","2018-12",3.745581,
"BRA","CPI","TOT","AGRWTH","M","2019-01",3.776528,
"BRA","CPI","TOT","AGRWTH","M","2019-02",3.890225,
"BRA","CPI","TOT","AGRWTH","M","2019-03",4.575284,
"BRA","CPI","TOT","AGRWTH","M","2019-04",4.940506,
"BRA","CPI","TOT","AGRWTH","M","2019-05",4.658258,
"BRA","CPI","TOT","AGRWTH","M","2019-06",3.366267,
"BRA","CPI","TOT","AGRWTH","M","2019-07",3.22202,
"BRA","CPI","TOT","AGRWTH","M","2019-08",3.428616,
"BRA","CPI","TOT","AGRWTH","M","2019-09",2.893425,
"BRA","CPI","TOT","AGRWTH","M","2019-10",2.535029,
"BRA","CPI","TOT","AGRWTH","M","2019-11",3.274906,
"BRA","CPI","TOT","AGRWTH","M","2019-12",4.306151,
"CHL","CPI","TOT","AGRWTH","M","2011-01",2.720377,
"CHL","CPI","TOT","AGRWTH","M","2011-02",2.673797,
"CHL","CPI","TOT","AGRWTH","M","2011-03",3.362002,
"CHL","CPI","TOT","AGRWTH","M","2011-04",3.217019,
"CHL","CPI","TOT","AGRWTH","M","2011-05",3.257077,
"CHL","CPI","TOT","AGRWTH","M","2011-06",3.438025,
"CHL","CPI","TOT","AGRWTH","M","2011-07",2.902273,
"CHL","CPI","TOT","AGRWTH","M","2011-08",3.175215,
"CHL","CPI","TOT","AGRWTH","M","2011-09",3.277849,
"CHL","CPI","TOT","AGRWTH","M","2011-10",3.671016,
"CHL","CPI","TOT","AGRWTH","M","2011-11",3.937109,
"CHL","CPI","TOT","AGRWTH","M","2011-12",4.429976,
"CHL","CPI","TOT","AGRWTH","M","2012-01",4.239878,
"CHL","CPI","TOT","AGRWTH","M","2012-02",4.408029,
"CHL","CPI","TOT","AGRWTH","M","2012-03",3.794755,
"CHL","CPI","TOT","AGRWTH","M","2012-04",3.518914,
"CHL","CPI","TOT","AGRWTH","M","2012-05",3.129303,
"CHL","CPI","TOT","AGRWTH","M","2012-06",2.649007,
"CHL","CPI","TOT","AGRWTH","M","2012-07",2.508424,
"CHL","CPI","TOT","AGRWTH","M","2012-08",2.566658,
"CHL","CPI","TOT","AGRWTH","M","2012-09",2.839078,
"CHL","CPI","TOT","AGRWTH","M","2012-10",2.924121,
"CHL","CPI","TOT","AGRWTH","M","2012-11",2.12766,
"CHL","CPI","TOT","AGRWTH","M","2012-12",1.491443,
"CHL","CPI","TOT","AGRWTH","M","2013-01",1.587883,
"CHL","CPI","TOT","AGRWTH","M","2013-02",1.301862,
"CHL","CPI","TOT","AGRWTH","M","2013-03",1.51828,
"CHL","CPI","TOT","AGRWTH","M","2013-04",0.9833677,
"CHL","CPI","TOT","AGRWTH","M","2013-05",0.9467168,
"CHL","CPI","TOT","AGRWTH","M","2013-06",1.886792,
"CHL","CPI","TOT","AGRWTH","M","2013-07",2.167032,
"CHL","CPI","TOT","AGRWTH","M","2013-08",2.186589,
"CHL","CPI","TOT","AGRWTH","M","2013-09",1.965039,
"CHL","CPI","TOT","AGRWTH","M","2013-10",1.534404,
"CHL","CPI","TOT","AGRWTH","M","2013-11",2.372351,
"CHL","CPI","TOT","AGRWTH","M","2013-12",3.011322,
"CHL","CPI","TOT","AGRWTH","M","2014-01",3.005892,
"CHL","CPI","TOT","AGRWTH","M","2014-02",3.398991,
"CHL","CPI","TOT","AGRWTH","M","2014-03",3.864561,
"CHL","CPI","TOT","AGRWTH","M","2014-04",5.013224,
"CHL","CPI","TOT","AGRWTH","M","2014-05",5.386558,
"CHL","CPI","TOT","AGRWTH","M","2014-06",4.767025,
"CHL","CPI","TOT","AGRWTH","M","2014-07",4.742612,
"CHL","CPI","TOT","AGRWTH","M","2014-08",4.826438,
"CHL","CPI","TOT","AGRWTH","M","2014-09",5.131237,
"CHL","CPI","TOT","AGRWTH","M","2014-10",6.068477,
"CHL","CPI","TOT","AGRWTH","M","2014-11",5.716974,
"CHL","CPI","TOT","AGRWTH","M","2014-12",4.653882,
"CHL","CPI","TOT","AGRWTH","M","2015-01",4.540679,
"CHL","CPI","TOT","AGRWTH","M","2015-02",4.402369,
"CHL","CPI","TOT","AGRWTH","M","2015-03",4.181546,
"CHL","CPI","TOT","AGRWTH","M","2015-04",4.144247,
"CHL","CPI","TOT","AGRWTH","M","2015-05",3.970337,
"CHL","CPI","TOT","AGRWTH","M","2015-06",4.424678,
"CHL","CPI","TOT","AGRWTH","M","2015-07",4.607509,
"CHL","CPI","TOT","AGRWTH","M","2015-08",4.989794,
"CHL","CPI","TOT","AGRWTH","M","2015-09",4.644624,
"CHL","CPI","TOT","AGRWTH","M","2015-10",3.995993,
"CHL","CPI","TOT","AGRWTH","M","2015-11",3.927896,
"CHL","CPI","TOT","AGRWTH","M","2015-12",4.368715,
"CHL","CPI","TOT","AGRWTH","M","2016-01",4.790085,
"CHL","CPI","TOT","AGRWTH","M","2016-02",4.706275,
"CHL","CPI","TOT","AGRWTH","M","2016-03",4.455993,
"CHL","CPI","TOT","AGRWTH","M","2016-04",4.188194,
"CHL","CPI","TOT","AGRWTH","M","2016-05",4.235707,
"CHL","CPI","TOT","AGRWTH","M","2016-06",4.204434,
"CHL","CPI","TOT","AGRWTH","M","2016-07",4.023926,
"CHL","CPI","TOT","AGRWTH","M","2016-08",3.370058,
"CHL","CPI","TOT","AGRWTH","M","2016-09",3.09511,
"CHL","CPI","TOT","AGRWTH","M","2016-10",2.847051,
"CHL","CPI","TOT","AGRWTH","M","2016-11",2.933619,
"CHL","CPI","TOT","AGRWTH","M","2016-12",2.708489,
"CHL","CPI","TOT","AGRWTH","M","2017-01",2.781034,
"CHL","CPI","TOT","AGRWTH","M","2017-02",2.741473,
"CHL","CPI","TOT","AGRWTH","M","2017-03",2.741611,
"CHL","CPI","TOT","AGRWTH","M","2017-04",2.658789,
"CHL","CPI","TOT","AGRWTH","M","2017-05",2.558164,
"CHL","CPI","TOT","AGRWTH","M","2017-06",1.697757,
"CHL","CPI","TOT","AGRWTH","M","2017-07",1.693675,
"CHL","CPI","TOT","AGRWTH","M","2017-08",1.84953,
"CHL","CPI","TOT","AGRWTH","M","2017-09",1.448973,
"CHL","CPI","TOT","AGRWTH","M","2017-10",1.873244,
"CHL","CPI","TOT","AGRWTH","M","2017-11",1.913876,
"CHL","CPI","TOT","AGRWTH","M","2017-12",2.272254,
"CHL","CPI","TOT","AGRWTH","M","2018-01",2.187435,
"CHL","CPI","TOT","AGRWTH","M","2018-02",1.99607,
"CHL","CPI","TOT","AGRWTH","M","2018-03",1.813311,
"CHL","CPI","TOT","AGRWTH","M","2018-04",1.880781,
"CHL","CPI","TOT","AGRWTH","M","2018-05",2.042702,
"CHL","CPI","TOT","AGRWTH","M","2018-06",2.545342,
"CHL","CPI","TOT","AGRWTH","M","2018-07",2.662692,
"CHL","CPI","TOT","AGRWTH","M","2018-08",2.636709,
"CHL","CPI","TOT","AGRWTH","M","2018-09",3.144266,
"CHL","CPI","TOT","AGRWTH","M","2018-10",2.911431,
"CHL","CPI","TOT","AGRWTH","M","2018-11",2.816901,
"CHL","CPI","TOT","AGRWTH","M","2018-12",2.568284,
"CHL","CPI","TOT","AGRWTH","M","2019-01",2.211626,
"CHL","CPI","TOT","AGRWTH","M","2019-02",2.200365,
"CHL","CPI","TOT","AGRWTH","M","2019-03",2.479255,
"CHL","CPI","TOT","AGRWTH","M","2019-04",2.431151,
"CHL","CPI","TOT","AGRWTH","M","2019-05",2.756262,
"CHL","CPI","TOT","AGRWTH","M","2019-06",2.703246,
"CHL","CPI","TOT","AGRWTH","M","2019-07",2.573603,
"CHL","CPI","TOT","AGRWTH","M","2019-08",2.578969,
"CHL","CPI","TOT","AGRWTH","M","2019-09",2.241482,
"CHL","CPI","TOT","AGRWTH","M","2019-10",2.709946,
"CHL","CPI","TOT","AGRWTH","M","2019-11",2.789359,
"CHL","CPI","TOT","AGRWTH","M","2019-12",3.000795,
"CHN","CPI","TOT","AGRWTH","M","2011-01",4.9,
"CHN","CPI","TOT","AGRWTH","M","2011-02",4.9,
"CHN","CPI","TOT","AGRWTH","M","2011-03",5.4,
"CHN","CPI","TOT","AGRWTH","M","2011-04",5.3,
"CHN","CPI","TOT","AGRWTH","M","2011-05",5.5,
"CHN","CPI","TOT","AGRWTH","M","2011-06",6.4,
"CHN","CPI","TOT","AGRWTH","M","2011-07",6.5,
"CHN","CPI","TOT","AGRWTH","M","2011-08",6.2,
"CHN","CPI","TOT","AGRWTH","M","2011-09",6.1,
"CHN","CPI","TOT","AGRWTH","M","2011-10",5.5,
"CHN","CPI","TOT","AGRWTH","M","2011-11",4.2,
"CHN","CPI","TOT","AGRWTH","M","2011-12",4.1,
"CHN","CPI","TOT","AGRWTH","M","2012-01",4.5,
"CHN","CPI","TOT","AGRWTH","M","2012-02",3.2,
"CHN","CPI","TOT","AGRWTH","M","2012-03",3.6,
"CHN","CPI","TOT","AGRWTH","M","2012-04",3.4,
"CHN","CPI","TOT","AGRWTH","M","2012-05",3,
"CHN","CPI","TOT","AGRWTH","M","2012-06",2.2,
"CHN","CPI","TOT","AGRWTH","M","2012-07",1.8,
"CHN","CPI","TOT","AGRWTH","M","2012-08",2,
"CHN","CPI","TOT","AGRWTH","M","2012-09",1.9,
"CHN","CPI","TOT","AGRWTH","M","2012-10",1.7,
"CHN","CPI","TOT","AGRWTH","M","2012-11",2,
"CHN","CPI","TOT","AGRWTH","M","2012-12",2.5,
"CHN","CPI","TOT","AGRWTH","M","2013-01",2,
"CHN","CPI","TOT","AGRWTH","M","2013-02",3.2,
"CHN","CPI","TOT","AGRWTH","M","2013-03",2.1,
"CHN","CPI","TOT","AGRWTH","M","2013-04",2.4,
"CHN","CPI","TOT","AGRWTH","M","2013-05",2.1,
"CHN","CPI","TOT","AGRWTH","M","2013-06",2.7,
"CHN","CPI","TOT","AGRWTH","M","2013-07",2.7,
"CHN","CPI","TOT","AGRWTH","M","2013-08",2.6,
"CHN","CPI","TOT","AGRWTH","M","2013-09",3.1,
"CHN","CPI","TOT","AGRWTH","M","2013-10",3.2,
"CHN","CPI","TOT","AGRWTH","M","2013-11",3,
"CHN","CPI","TOT","AGRWTH","M","2013-12",2.5,
"CHN","CPI","TOT","AGRWTH","M","2014-01",2.5,
"CHN","CPI","TOT","AGRWTH","M","2014-02",2,
"CHN","CPI","TOT","AGRWTH","M","2014-03",2.4,
"CHN","CPI","TOT","AGRWTH","M","2014-04",1.8,
"CHN","CPI","TOT","AGRWTH","M","2014-05",2.5,
"CHN","CPI","TOT","AGRWTH","M","2014-06",2.3,
"CHN","CPI","TOT","AGRWTH","M","2014-07",2.3,
"CHN","CPI","TOT","AGRWTH","M","2014-08",2,
"CHN","CPI","TOT","AGRWTH","M","2014-09",1.6,
"CHN","CPI","TOT","AGRWTH","M","2014-10",1.6,
"CHN","CPI","TOT","AGRWTH","M","2014-11",1.4,
"CHN","CPI","TOT","AGRWTH","M","2014-12",1.5,
"CHN","CPI","TOT","AGRWTH","M","2015-01",0.8,
"CHN","CPI","TOT","AGRWTH","M","2015-02",1.4,
"CHN","CPI","TOT","AGRWTH","M","2015-03",1.4,
"CHN","CPI","TOT","AGRWTH","M","2015-04",1.5,
"CHN","CPI","TOT","AGRWTH","M","2015-05",1.2,
"CHN","CPI","TOT","AGRWTH","M","2015-06",1.4,
"CHN","CPI","TOT","AGRWTH","M","2015-07",1.6,
"CHN","CPI","TOT","AGRWTH","M","2015-08",2,
"CHN","CPI","TOT","AGRWTH","M","2015-09",1.6,
"CHN","CPI","TOT","AGRWTH","M","2015-10",1.3,
"CHN","CPI","TOT","AGRWTH","M","2015-11",1.5,
"CHN","CPI","TOT","AGRWTH","M","2015-12",1.6,
"CHN","CPI","TOT","AGRWTH","M","2016-01",1.8,
"CHN","CPI","TOT","AGRWTH","M","2016-02",2.3,
